0.8,0.64,0.6,0.16,0.24
0.44,0.28,0.28,0.08,0.12
0.36,0.16,0.12,0.04,0.12
0.2,0.28,0.12,0.0,0.0
0.08,0.04,0.0,0.08,0.0
