0.56,0.44,0.2,0.24,0.32
0.24,0.12,0.08,0.16,0.12
0.08,0.04,0.08,0.04,0.16
0.0,0.08,0.04,0.04,0.12
0.36,0.08,0.36,0.32,0.24
