0.96,0.56,0.28,0.32,0.0
0.8,0.44,0.2,0.08,0.08
0.48,0.32,0.04,0.08,0.0
0.28,0.08,0.12,0.04,0.0
0.08,0.08,0.0,0.0,0.0
