0.88,0.6,0.36,0.2,0.32
0.52,0.4,0.32,0.16,0.08
0.52,0.16,0.12,0.12,0.0
0.44,0.0,0.08,0.04,0.0
0.12,0.04,0.08,0.04,0.0
