0.84,0.44,0.16,0.24,0.16
0.36,0.44,0.28,0.12,0.08
0.24,0.36,0.12,0.12,0.0
0.36,0.12,0.12,0.08,0.04
0.12,0.04,0.0,0.04,0.08
