1.0,0.72,0.36,0.2,0.08
0.92,0.56,0.2,0.08,0.0
0.36,0.24,0.2,0.0,0.04
0.16,0.08,0.0,0.0,0.0
0.04,0.08,0.0,0.04,0.0
