1.0,0.36,0.44,0.12,0.04
0.76,0.4,0.32,0.2,0.12
0.56,0.28,0.32,0.0,0.0
0.24,0.16,0.08,0.12,0.12
0.16,0.0,0.04,0.0,0.0
