1.0,0.32,0.2,0.04,0.08
0.44,0.24,0.24,0.28,0.12
0.48,0.2,0.04,0.12,0.16
0.32,0.28,0.04,0.08,0.16
0.24,0.12,0.0,0.16,0.08
