1.0,0.56,0.12,0.24,0.08
0.88,0.44,0.4,0.16,0.08
0.72,0.28,0.28,0.12,0.0
0.2,0.32,0.08,0.04,0.0
0.04,0.0,0.0,0.04,0.0
