1.0,0.48,0.4,0.28,0.04
0.96,0.6,0.28,0.16,0.08
0.72,0.36,0.12,0.12,0.08
0.32,0.16,0.08,0.04,0.0
0.24,0.16,0.04,0.08,0.08
